Image_Path,Height,Width,Channels,Class
data/vehicles/3665.png,64,64,3,1
data/vehicles/far (479).png,64,64,3,1
data/vehicles/5214.png,64,64,3,1
data/vehicles/4122.png,64,64,3,1
data/vehicles/3895.png,64,64,3,1
data/vehicles/2553.png,64,64,3,1
data/vehicles/far (496).png,64,64,3,1
data/vehicles/2235.png,64,64,3,1
data/vehicles/4644.png,64,64,3,1
data/vehicles/left (684).png,64,64,3,1
data/vehicles/1728.png,64,64,3,1
data/vehicles/2221.png,64,64,3,1
data/vehicles/4888.png,64,64,3,1
data/vehicles/4650.png,64,64,3,1
data/vehicles/3659.png,64,64,3,1
data/vehicles/4136.png,64,64,3,1
data/vehicles/3881.png,64,64,3,1
data/vehicles/5228.png,64,64,3,1
data/vehicles/2547.png,64,64,3,1
data/vehicles/531.png,64,64,3,1
data/vehicles/far (615).png,64,64,3,1
data/vehicles/middle (276).png,64,64,3,1
data/vehicles/left (407).png,64,64,3,1
data/vehicles/far (245).png,64,64,3,1
data/vehicles/4863.png,64,64,3,1
data/vehicles/257.png,64,64,3,1
data/vehicles/243.png,64,64,3,1
data/vehicles/4877.png,64,64,3,1
data/vehicles/right (135).png,64,64,3,1
data/vehicles/525.png,64,64,3,1
data/vehicles/right (565).png,64,64,3,1
data/vehicles/3856.png,64,64,3,1
data/vehicles/2590.png,64,64,3,1
data/vehicles/left (811).png,64,64,3,1
data/vehicles/1099.png,64,64,3,1
data/vehicles/right (420).png,64,64,3,1
data/vehicles/1927.png,64,64,3,1
data/vehicles/4687.png,64,64,3,1
data/vehicles/right (37).png,64,64,3,1
data/vehicles/5599.png,64,64,3,1
data/vehicles/4693.png,64,64,3,1
data/vehicles/middle (333).png,64,64,3,1
data/vehicles/left (112).png,64,64,3,1
data/vehicles/far (750).png,64,64,3,1
data/vehicles/1933.png,64,64,3,1
data/vehicles/519.png,64,64,3,1
data/vehicles/3842.png,64,64,3,1
data/vehicles/2584.png,64,64,3,1
data/vehicles/left (542).png,64,64,3,1
data/vehicles/middle (299).png,64,64,3,1
data/vehicles/far (300).png,64,64,3,1
data/vehicles/3315.png,64,64,3,1
data/vehicles/5764.png,64,64,3,1
data/vehicles/1502.png,64,64,3,1
data/vehicles/left (796).png,64,64,3,1
data/vehicles/928.png,64,64,3,1
data/vehicles/1264.png,64,64,3,1
data/vehicles/5002.png,64,64,3,1
data/vehicles/3473.png,64,64,3,1
data/vehicles/far (584).png,64,64,3,1
data/vehicles/2779.png,64,64,3,1
data/vehicles/5016.png,64,64,3,1
data/vehicles/4308.png,64,64,3,1
data/vehicles/3467.png,64,64,3,1
data/vehicles/middle (36).png,64,64,3,1
data/vehicles/1270.png,64,64,3,1
data/vehicles/1516.png,64,64,3,1
data/vehicles/3301.png,64,64,3,1
data/vehicles/5770.png,64,64,3,1
data/vehicles/3329.png,64,64,3,1
data/vehicles/4446.png,64,64,3,1
data/vehicles/5758.png,64,64,3,1
data/vehicles/2037.png,64,64,3,1
data/vehicles/2751.png,64,64,3,1
data/vehicles/4320.png,64,64,3,1
data/vehicles/2989.png,64,64,3,1
data/vehicles/914.png,64,64,3,1
data/vehicles/1258.png,64,64,3,1
data/vehicles/middle (108).png,64,64,3,1
data/vehicles/900.png,64,64,3,1
data/vehicles/2745.png,64,64,3,1
data/vehicles/left (329).png,64,64,3,1
data/vehicles/4334.png,64,64,3,1
data/vehicles/left (283).png,64,64,3,1
data/vehicles/4452.png,64,64,3,1
data/vehicles/2023.png,64,64,3,1
data/vehicles/far (57).png,64,64,3,1
data/vehicles/left (779).png,64,64,3,1
data/vehicles/right (532).png,64,64,3,1
data/vehicles/2976.png,64,64,3,1
data/vehicles/right (162).png,64,64,3,1
data/vehicles/right (498).png,64,64,3,1
data/vehicles/left (903).png,64,64,3,1
data/vehicles/733.png,64,64,3,1
data/vehicles/left (56).png,64,64,3,1
data/vehicles/727.png,64,64,3,1
data/vehicles/2962.png,64,64,3,1
data/vehicles/left (450).png,64,64,3,1
data/vehicles/far (212).png,64,64,3,1
data/vehicles/middle (221).png,64,64,3,1
data/vehicles/far (642).png,64,64,3,1
data/vehicles/left (515).png,64,64,3,1
data/vehicles/far (357).png,64,64,3,1
data/vehicles/5943.png,64,64,3,1
data/vehicles/4485.png,64,64,3,1
data/vehicles/left (145).png,64,64,3,1
data/vehicles/far (707).png,64,64,3,1
data/vehicles/2792.png,64,64,3,1
data/vehicles/middle (364).png,64,64,3,1
data/vehicles/3498.png,64,64,3,1
data/vehicles/2786.png,64,64,3,1
data/vehicles/right (60).png,64,64,3,1
data/vehicles/right (477).png,64,64,3,1
data/vehicles/left (846).png,64,64,3,1
data/vehicles/5957.png,64,64,3,1
data/vehicles/4491.png,64,64,3,1
data/vehicles/5610.png,64,64,3,1
data/vehicles/3261.png,64,64,3,1
data/vehicles/1476.png,64,64,3,1
data/vehicles/1310.png,64,64,3,1
data/vehicles/684.png,64,64,3,1
data/vehicles/right (318).png,64,64,3,1
data/vehicles/middle (20).png,64,64,3,1
data/vehicles/3507.png,64,64,3,1
data/vehicles/4268.png,64,64,3,1
data/vehicles/5176.png,64,64,3,1
data/vehicles/2619.png,64,64,3,1
data/vehicles/3513.png,64,64,3,1
data/vehicles/far (592).png,64,64,3,1
data/vehicles/5162.png,64,64,3,1
data/vehicles/690.png,64,64,3,1
data/vehicles/1304.png,64,64,3,1
data/vehicles/848.png,64,64,3,1
data/vehicles/left (780).png,64,64,3,1
data/vehicles/1462.png,64,64,3,1
data/vehicles/5604.png,64,64,3,1
data/vehicles/far (438).png,64,64,3,1
data/vehicles/3275.png,64,64,3,1
data/vehicles/far (41).png,64,64,3,1
data/vehicles/2143.png,64,64,3,1
data/vehicles/4532.png,64,64,3,1
data/vehicles/left (295).png,64,64,3,1
data/vehicles/4254.png,64,64,3,1
data/vehicles/2625.png,64,64,3,1
data/vehicles/20.png,64,64,3,1
data/vehicles/860.png,64,64,3,1
data/vehicles/1338.png,64,64,3,1
data/vehicles/34.png,64,64,3,1
data/vehicles/874.png,64,64,3,1
data/vehicles/4240.png,64,64,3,1
data/vehicles/2631.png,64,64,3,1
data/vehicles/2157.png,64,64,3,1
data/vehicles/5638.png,64,64,3,1
data/vehicles/4526.png,64,64,3,1
data/vehicles/3249.png,64,64,3,1
data/vehicles/far (654).png,64,64,3,1
data/vehicles/121.png,64,64,3,1
data/vehicles/middle (237).png,64,64,3,1
data/vehicles/far (204).png,64,64,3,1
data/vehicles/left (446).png,64,64,3,1
data/vehicles/2802.png,64,64,3,1
data/vehicles/left (40).png,64,64,3,1
data/vehicles/647.png,64,64,3,1
data/vehicles/653.png,64,64,3,1
data/vehicles/right (174).png,64,64,3,1
data/vehicles/right (99).png,64,64,3,1
data/vehicles/2816.png,64,64,3,1
data/vehicles/right (524).png,64,64,3,1
data/vehicles/135.png,64,64,3,1
data/vehicles/5837.png,64,64,3,1
data/vehicles/2180.png,64,64,3,1
data/vehicles/1489.png,64,64,3,1
data/vehicles/left (850).png,64,64,3,1
data/vehicles/right (461).png,64,64,3,1
data/vehicles/5189.png,64,64,3,1
data/vehicles/right (76).png,64,64,3,1
data/vehicles/4297.png,64,64,3,1
data/vehicles/middle (372).png,64,64,3,1
data/vehicles/4283.png,64,64,3,1
data/vehicles/far (711).png,64,64,3,1
data/vehicles/left (153).png,64,64,3,1
data/vehicles/109.png,64,64,3,1
data/vehicles/far (341).png,64,64,3,1
data/vehicles/5823.png,64,64,3,1
data/vehicles/left (503).png,64,64,3,1
data/vehicles/2194.png,64,64,3,1
data/vehicles/5374.png,64,64,3,1
data/vehicles/3705.png,64,64,3,1
data/vehicles/far (195).png,64,64,3,1
data/vehicles/486.png,64,64,3,1
data/vehicles/1112.png,64,64,3,1
data/vehicles/1674.png,64,64,3,1
data/vehicles/3063.png,64,64,3,1
data/vehicles/5412.png,64,64,3,1
data/vehicles/left (387).png,64,64,3,1
data/vehicles/3077.png,64,64,3,1
data/vehicles/4718.png,64,64,3,1
data/vehicles/5406.png,64,64,3,1
data/vehicles/2369.png,64,64,3,1
data/vehicles/1660.png,64,64,3,1
data/vehicles/middle (77).png,64,64,3,1
data/vehicles/1106.png,64,64,3,1
data/vehicles/492.png,64,64,3,1
data/vehicles/5360.png,64,64,3,1
data/vehicles/3711.png,64,64,3,1
data/vehicles/2427.png,64,64,3,1
data/vehicles/5348.png,64,64,3,1
data/vehicles/4056.png,64,64,3,1
data/vehicles/3739.png,64,64,3,1
data/vehicles/4730.png,64,64,3,1
data/vehicles/2341.png,64,64,3,1
data/vehicles/1648.png,64,64,3,1
data/vehicles/middle (98).png,64,64,3,1
data/vehicles/1890.png,64,64,3,1
data/vehicles/middle (149).png,64,64,3,1
data/vehicles/1884.png,64,64,3,1
data/vehicles/left (692).png,64,64,3,1
data/vehicles/4724.png,64,64,3,1
data/vehicles/left (368).png,64,64,3,1
data/vehicles/2355.png,64,64,3,1
data/vehicles/2433.png,64,64,3,1
data/vehicles/far (480).png,64,64,3,1
data/vehicles/4042.png,64,64,3,1
data/vehicles/left (738).png,64,64,3,1
data/vehicles/far (16).png,64,64,3,1
data/vehicles/445.png,64,64,3,1
data/vehicles/right (573).png,64,64,3,1
data/vehicles/right (123).png,64,64,3,1
data/vehicles/4917.png,64,64,3,1
data/vehicles/323.png,64,64,3,1
data/vehicles/337.png,64,64,3,1
data/vehicles/left (17).png,64,64,3,1
data/vehicles/far (253).png,64,64,3,1
data/vehicles/4903.png,64,64,3,1
data/vehicles/left (411).png,64,64,3,1
data/vehicles/middle (260).png,64,64,3,1
data/vehicles/far (603).png,64,64,3,1
data/vehicles/451.png,64,64,3,1
data/vehicles/4095.png,64,64,3,1
data/vehicles/far (316).png,64,64,3,1
data/vehicles/left (554).png,64,64,3,1
data/vehicles/3922.png,64,64,3,1
data/vehicles/479.png,64,64,3,1
data/vehicles/far (746).png,64,64,3,1
data/vehicles/1853.png,64,64,3,1
data/vehicles/left (104).png,64,64,3,1
data/vehicles/middle (325).png,64,64,3,1
data/vehicles/2382.png,64,64,3,1
data/vehicles/right (21).png,64,64,3,1
data/vehicles/2396.png,64,64,3,1
data/vehicles/3088.png,64,64,3,1
data/vehicles/1847.png,64,64,3,1
data/vehicles/right (436).png,64,64,3,1
data/vehicles/left (807).png,64,64,3,1
data/vehicles/4081.png,64,64,3,1
data/vehicles/3936.png,64,64,3,1
data/vehicles/2380.png,64,64,3,1
data/vehicles/4929.png,64,64,3,1
data/vehicles/1689.png,64,64,3,1
data/vehicles/left (870).png,64,64,3,1
data/vehicles/1851.png,64,64,3,1
data/vehicles/right (441).png,64,64,3,1
data/vehicles/3920.png,64,64,3,1
data/vehicles/right (56).png,64,64,3,1
data/vehicles/5389.png,64,64,3,1
data/vehicles/4097.png,64,64,3,1
data/vehicles/middle (352).png,64,64,3,1
data/vehicles/3934.png,64,64,3,1
data/vehicles/left (489).png,64,64,3,1
data/vehicles/4083.png,64,64,3,1
data/vehicles/far (731).png,64,64,3,1
data/vehicles/left (173).png,64,64,3,1
data/vehicles/309.png,64,64,3,1
data/vehicles/1845.png,64,64,3,1
data/vehicles/far (361).png,64,64,3,1
data/vehicles/left (523).png,64,64,3,1
data/vehicles/2394.png,64,64,3,1
data/vehicles/far (674).png,64,64,3,1
data/vehicles/321.png,64,64,3,1
data/vehicles/middle (217).png,64,64,3,1
data/vehicles/4915.png,64,64,3,1
data/vehicles/far (224).png,64,64,3,1
data/vehicles/left (466).png,64,64,3,1
data/vehicles/447.png,64,64,3,1
data/vehicles/left (60).png,64,64,3,1
data/vehicles/453.png,64,64,3,1
data/vehicles/right (154).png,64,64,3,1
data/vehicles/3908.png,64,64,3,1
data/vehicles/4901.png,64,64,3,1
data/vehicles/335.png,64,64,3,1
data/vehicles/right (504).png,64,64,3,1
data/vehicles/1879.png,64,64,3,1
data/vehicles/far (61).png,64,64,3,1
data/vehicles/1892.png,64,64,3,1
data/vehicles/2343.png,64,64,3,1
data/vehicles/4732.png,64,64,3,1
data/vehicles/4054.png,64,64,3,1
data/vehicles/2425.png,64,64,3,1
data/vehicles/1138.png,64,64,3,1
data/vehicles/4040.png,64,64,3,1
data/vehicles/2431.png,64,64,3,1
data/vehicles/2357.png,64,64,3,1
data/vehicles/5438.png,64,64,3,1
data/vehicles/4726.png,64,64,3,1
data/vehicles/3049.png,64,64,3,1
data/vehicles/1886.png,64,64,3,1
data/vehicles/5410.png,64,64,3,1
data/vehicles/3061.png,64,64,3,1
data/vehicles/right (292).png,64,64,3,1
data/vehicles/1676.png,64,64,3,1
data/vehicles/1110.png,64,64,3,1
data/vehicles/484.png,64,64,3,1
data/vehicles/right (338).png,64,64,3,1
data/vehicles/3707.png,64,64,3,1
data/vehicles/4068.png,64,64,3,1
data/vehicles/5376.png,64,64,3,1
data/vehicles/2419.png,64,64,3,1
data/vehicles/3713.png,64,64,3,1
data/vehicles/5362.png,64,64,3,1
data/vehicles/490.png,64,64,3,1
data/vehicles/1104.png,64,64,3,1
data/vehicles/1662.png,64,64,3,1
data/vehicles/5404.png,64,64,3,1
data/vehicles/far (418).png,64,64,3,1
data/vehicles/3075.png,64,64,3,1
data/vehicles/4295.png,64,64,3,1
data/vehicles/far (336).png,64,64,3,1
data/vehicles/left (574).png,64,64,3,1
data/vehicles/679.png,64,64,3,1
data/vehicles/far (766).png,64,64,3,1
data/vehicles/left (124).png,64,64,3,1
data/vehicles/middle (305).png,64,64,3,1
data/vehicles/2182.png,64,64,3,1
data/vehicles/5835.png,64,64,3,1
data/vehicles/2196.png,64,64,3,1
data/vehicles/5821.png,64,64,3,1
data/vehicles/3288.png,64,64,3,1
data/vehicles/right (416).png,64,64,3,1
data/vehicles/left (827).png,64,64,3,1
data/vehicles/4281.png,64,64,3,1
data/vehicles/2828.png,64,64,3,1
data/vehicles/right (553).png,64,64,3,1
data/vehicles/645.png,64,64,3,1
data/vehicles/2800.png,64,64,3,1
data/vehicles/right (103).png,64,64,3,1
data/vehicles/5809.png,64,64,3,1
data/vehicles/123.png,64,64,3,1
data/vehicles/left (37).png,64,64,3,1
data/vehicles/137.png,64,64,3,1
data/vehicles/far (789).png,64,64,3,1
data/vehicles/far (273).png,64,64,3,1
data/vehicles/left (431).png,64,64,3,1
data/vehicles/middle (240).png,64,64,3,1
data/vehicles/2814.png,64,64,3,1
data/vehicles/far (623).png,64,64,3,1
data/vehicles/651.png,64,64,3,1
data/vehicles/889.png,64,64,3,1
data/vehicles/862.png,64,64,3,1
data/vehicles/22.png,64,64,3,1
data/vehicles/2627.png,64,64,3,1
data/vehicles/5148.png,64,64,3,1
data/vehicles/4256.png,64,64,3,1
data/vehicles/3539.png,64,64,3,1
data/vehicles/4530.png,64,64,3,1
data/vehicles/2141.png,64,64,3,1
data/vehicles/1448.png,64,64,3,1
data/vehicles/right (380).png,64,64,3,1
data/vehicles/middle (169).png,64,64,3,1
data/vehicles/4524.png,64,64,3,1
data/vehicles/left (348).png,64,64,3,1
data/vehicles/2155.png,64,64,3,1
data/vehicles/2633.png,64,64,3,1
data/vehicles/4242.png,64,64,3,1
data/vehicles/left (718).png,64,64,3,1
data/vehicles/876.png,64,64,3,1
data/vehicles/far (36).png,64,64,3,1
data/vehicles/36.png,64,64,3,1
data/vehicles/5174.png,64,64,3,1
data/vehicles/3505.png,64,64,3,1
data/vehicles/686.png,64,64,3,1
data/vehicles/1312.png,64,64,3,1
data/vehicles/1474.png,64,64,3,1
data/vehicles/middle (186).png,64,64,3,1
data/vehicles/3263.png,64,64,3,1
data/vehicles/5612.png,64,64,3,1
data/vehicles/3277.png,64,64,3,1
data/vehicles/4518.png,64,64,3,1
data/vehicles/5606.png,64,64,3,1
data/vehicles/2169.png,64,64,3,1
data/vehicles/1460.png,64,64,3,1
data/vehicles/middle (57).png,64,64,3,1
data/vehicles/1306.png,64,64,3,1
data/vehicles/692.png,64,64,3,1
data/vehicles/5160.png,64,64,3,1
data/vehicles/3511.png,64,64,3,1
data/vehicles/2790.png,64,64,3,1
data/vehicles/2948.png,64,64,3,1
data/vehicles/left (831).png,64,64,3,1
data/vehicles/1299.png,64,64,3,1
data/vehicles/right (400).png,64,64,3,1
data/vehicles/4487.png,64,64,3,1
data/vehicles/5941.png,64,64,3,1
data/vehicles/5799.png,64,64,3,1
data/vehicles/right (17).png,64,64,3,1
data/vehicles/4493.png,64,64,3,1
data/vehicles/5955.png,64,64,3,1
data/vehicles/middle (313).png,64,64,3,1
data/vehicles/left (132).png,64,64,3,1
data/vehicles/far (770).png,64,64,3,1
data/vehicles/719.png,64,64,3,1
data/vehicles/2784.png,64,64,3,1
data/vehicles/left (562).png,64,64,3,1
data/vehicles/far (320).png,64,64,3,1
data/vehicles/731.png,64,64,3,1
data/vehicles/far (635).png,64,64,3,1
data/vehicles/middle (256).png,64,64,3,1
data/vehicles/2974.png,64,64,3,1
data/vehicles/left (427).png,64,64,3,1
data/vehicles/far (265).png,64,64,3,1
data/vehicles/left (21).png,64,64,3,1
data/vehicles/5969.png,64,64,3,1
data/vehicles/right (115).png,64,64,3,1
data/vehicles/2960.png,64,64,3,1
data/vehicles/right (545).png,64,64,3,1
data/vehicles/725.png,64,64,3,1
data/vehicles/916.png,64,64,3,1
data/vehicles/far (20).png,64,64,3,1
data/vehicles/4322.png,64,64,3,1
data/vehicles/2753.png,64,64,3,1
data/vehicles/2035.png,64,64,3,1
data/vehicles/4444.png,64,64,3,1
data/vehicles/1528.png,64,64,3,1
data/vehicles/right (396).png,64,64,3,1
data/vehicles/2021.png,64,64,3,1
data/vehicles/4450.png,64,64,3,1
data/vehicles/3459.png,64,64,3,1
data/vehicles/4336.png,64,64,3,1
data/vehicles/5028.png,64,64,3,1
data/vehicles/2747.png,64,64,3,1
data/vehicles/902.png,64,64,3,1
data/vehicles/3471.png,64,64,3,1
data/vehicles/5000.png,64,64,3,1
data/vehicles/1266.png,64,64,3,1
data/vehicles/middle (41).png,64,64,3,1
data/vehicles/right (379).png,64,64,3,1
data/vehicles/1500.png,64,64,3,1
data/vehicles/2009.png,64,64,3,1
data/vehicles/5766.png,64,64,3,1
data/vehicles/4478.png,64,64,3,1
data/vehicles/3317.png,64,64,3,1
data/vehicles/5772.png,64,64,3,1
data/vehicles/3303.png,64,64,3,1
data/vehicles/1514.png,64,64,3,1
data/vehicles/middle (190).png,64,64,3,1
data/vehicles/1272.png,64,64,3,1
data/vehicles/3465.png,64,64,3,1
data/vehicles/far (459).png,64,64,3,1
data/vehicles/5014.png,64,64,3,1
data/vehicles/left (535).png,64,64,3,1
data/vehicles/far (377).png,64,64,3,1
data/vehicles/4685.png,64,64,3,1
data/vehicles/1925.png,64,64,3,1
data/vehicles/269.png,64,64,3,1
data/vehicles/left (165).png,64,64,3,1
data/vehicles/left (99).png,64,64,3,1
data/vehicles/far (727).png,64,64,3,1
data/vehicles/2592.png,64,64,3,1
data/vehicles/middle (344).png,64,64,3,1
data/vehicles/3854.png,64,64,3,1
data/vehicles/3698.png,64,64,3,1
data/vehicles/2586.png,64,64,3,1
data/vehicles/3840.png,64,64,3,1
data/vehicles/right (40).png,64,64,3,1
data/vehicles/right (457).png,64,64,3,1
data/vehicles/1931.png,64,64,3,1
data/vehicles/left (866).png,64,64,3,1
data/vehicles/4849.png,64,64,3,1
data/vehicles/4691.png,64,64,3,1
data/vehicles/1919.png,64,64,3,1
data/vehicles/255.png,64,64,3,1
data/vehicles/right (512).png,64,64,3,1
data/vehicles/left (889).png,64,64,3,1
data/vehicles/4861.png,64,64,3,1
data/vehicles/right (142).png,64,64,3,1
data/vehicles/3868.png,64,64,3,1
data/vehicles/533.png,64,64,3,1
data/vehicles/527.png,64,64,3,1
data/vehicles/left (76).png,64,64,3,1
data/vehicles/left (470).png,64,64,3,1
data/vehicles/far (232).png,64,64,3,1
data/vehicles/far (398).png,64,64,3,1
data/vehicles/4875.png,64,64,3,1
data/vehicles/middle (201).png,64,64,3,1
data/vehicles/241.png,64,64,3,1
data/vehicles/far (662).png,64,64,3,1
data/vehicles/3129.png,64,64,3,1
data/vehicles/4646.png,64,64,3,1
data/vehicles/5558.png,64,64,3,1
data/vehicles/2237.png,64,64,3,1
data/vehicles/2551.png,64,64,3,1
data/vehicles/3897.png,64,64,3,1
data/vehicles/4120.png,64,64,3,1
data/vehicles/far (818).png,64,64,3,1
data/vehicles/1058.png,64,64,3,1
data/vehicles/middle (128).png,64,64,3,1
data/vehicles/2545.png,64,64,3,1
data/vehicles/3883.png,64,64,3,1
data/vehicles/left (309).png,64,64,3,1
data/vehicles/4134.png,64,64,3,1
data/vehicles/4652.png,64,64,3,1
data/vehicles/2223.png,64,64,3,1
data/vehicles/far (77).png,64,64,3,1
data/vehicles/left (759).png,64,64,3,1
data/vehicles/3115.png,64,64,3,1
data/vehicles/5564.png,64,64,3,1
data/vehicles/1702.png,64,64,3,1
data/vehicles/296.png,64,64,3,1
data/vehicles/far (98).png,64,64,3,1
data/vehicles/1064.png,64,64,3,1
data/vehicles/5202.png,64,64,3,1
data/vehicles/3673.png,64,64,3,1
data/vehicles/2579.png,64,64,3,1
data/vehicles/5216.png,64,64,3,1
data/vehicles/4108.png,64,64,3,1
data/vehicles/3667.png,64,64,3,1
data/vehicles/middle (16).png,64,64,3,1
data/vehicles/1070.png,64,64,3,1
data/vehicles/282.png,64,64,3,1
data/vehicles/1716.png,64,64,3,1
data/vehicles/right (284).png,64,64,3,1
data/vehicles/3101.png,64,64,3,1
data/vehicles/5570.png,64,64,3,1
data/vehicles/right (569).png,64,64,3,1
data/vehicles/1071.png,64,64,3,1
data/vehicles/3666.png,64,64,3,1
data/vehicles/4109.png,64,64,3,1
data/vehicles/5217.png,64,64,3,1
data/vehicles/2578.png,64,64,3,1
data/vehicles/right (139).png,64,64,3,1
data/vehicles/5571.png,64,64,3,1
data/vehicles/3100.png,64,64,3,1
data/vehicles/1717.png,64,64,3,1
data/vehicles/283.png,64,64,3,1
data/vehicles/297.png,64,64,3,1
data/vehicles/1703.png,64,64,3,1
data/vehicles/far (249).png,64,64,3,1
data/vehicles/5565.png,64,64,3,1
data/vehicles/3114.png,64,64,3,1
data/vehicles/3672.png,64,64,3,1
data/vehicles/5203.png,64,64,3,1
data/vehicles/1065.png,64,64,3,1
data/vehicles/far (619).png,64,64,3,1
data/vehicles/4135.png,64,64,3,1
data/vehicles/3882.png,64,64,3,1
data/vehicles/2544.png,64,64,3,1
data/vehicles/middle (295).png,64,64,3,1
data/vehicles/2222.png,64,64,3,1
data/vehicles/4653.png,64,64,3,1
data/vehicles/2236.png,64,64,3,1
data/vehicles/5559.png,64,64,3,1
data/vehicles/4647.png,64,64,3,1
data/vehicles/3128.png,64,64,3,1
data/vehicles/1059.png,64,64,3,1
data/vehicles/right (586).png,64,64,3,1
data/vehicles/4121.png,64,64,3,1
data/vehicles/3896.png,64,64,3,1
data/vehicles/2550.png,64,64,3,1
data/vehicles/left (237).png,64,64,3,1
data/vehicles/far (475).png,64,64,3,1
data/vehicles/526.png,64,64,3,1
data/vehicles/240.png,64,64,3,1
data/vehicles/left (667).png,64,64,3,1
data/vehicles/4874.png,64,64,3,1
data/vehicles/4860.png,64,64,3,1
data/vehicles/254.png,64,64,3,1
data/vehicles/right (355).png,64,64,3,1
data/vehicles/1918.png,64,64,3,1
data/vehicles/532.png,64,64,3,1
data/vehicles/3869.png,64,64,3,1
data/vehicles/right (210).png,64,64,3,1
data/vehicles/3841.png,64,64,3,1
data/vehicles/2587.png,64,64,3,1
data/vehicles/3699.png,64,64,3,1
data/vehicles/4690.png,64,64,3,1
data/vehicles/right (640).png,64,64,3,1
data/vehicles/4848.png,64,64,3,1
data/vehicles/middle (82).png,64,64,3,1
data/vehicles/1930.png,64,64,3,1
data/vehicles/268.png,64,64,3,1
data/vehicles/middle (153).png,64,64,3,1
data/vehicles/1924.png,64,64,3,1
data/vehicles/left (688).png,64,64,3,1
data/vehicles/4684.png,64,64,3,1
data/vehicles/left (372).png,64,64,3,1
data/vehicles/far (530).png,64,64,3,1
data/vehicles/3855.png,64,64,3,1
data/vehicles/2593.png,64,64,3,1
data/vehicles/left (722).png,64,64,3,1
data/vehicles/far (160).png,64,64,3,1
data/vehicles/1515.png,64,64,3,1
data/vehicles/3302.png,64,64,3,1
data/vehicles/5773.png,64,64,3,1
data/vehicles/5015.png,64,64,3,1
data/vehicles/3464.png,64,64,3,1
data/vehicles/middle (387).png,64,64,3,1
data/vehicles/1273.png,64,64,3,1
data/vehicles/right (494).png,64,64,3,1
data/vehicles/1267.png,64,64,3,1
data/vehicles/5001.png,64,64,3,1
data/vehicles/right (83).png,64,64,3,1
data/vehicles/3470.png,64,64,3,1
data/vehicles/3316.png,64,64,3,1
data/vehicles/4479.png,64,64,3,1
data/vehicles/5767.png,64,64,3,1
data/vehicles/2008.png,64,64,3,1
data/vehicles/1501.png,64,64,3,1
data/vehicles/4451.png,64,64,3,1
data/vehicles/2020.png,64,64,3,1
data/vehicles/1529.png,64,64,3,1
data/vehicles/903.png,64,64,3,1
data/vehicles/2746.png,64,64,3,1
data/vehicles/5029.png,64,64,3,1
data/vehicles/4337.png,64,64,3,1
data/vehicles/3458.png,64,64,3,1
data/vehicles/right (181).png,64,64,3,1
data/vehicles/2752.png,64,64,3,1
data/vehicles/middle (368).png,64,64,3,1
data/vehicles/4323.png,64,64,3,1
data/vehicles/917.png,64,64,3,1
data/vehicles/left (149).png,64,64,3,1
data/vehicles/4445.png,64,64,3,1
data/vehicles/left (519).png,64,64,3,1
data/vehicles/2034.png,64,64,3,1
data/vehicles/5968.png,64,64,3,1
data/vehicles/724.png,64,64,3,1
data/vehicles/right (302).png,64,64,3,1
data/vehicles/2961.png,64,64,3,1
data/vehicles/2975.png,64,64,3,1
data/vehicles/far (588).png,64,64,3,1
data/vehicles/middle (411).png,64,64,3,1
data/vehicles/left (630).png,64,64,3,1
data/vehicles/730.png,64,64,3,1
data/vehicles/left (260).png,64,64,3,1
data/vehicles/far (422).png,64,64,3,1
data/vehicles/left (775).png,64,64,3,1
data/vehicles/far (137).png,64,64,3,1
data/vehicles/5954.png,64,64,3,1
data/vehicles/4492.png,64,64,3,1
data/vehicles/left (325).png,64,64,3,1
data/vehicles/2785.png,64,64,3,1
data/vehicles/far (567).png,64,64,3,1
data/vehicles/718.png,64,64,3,1
data/vehicles/middle (104).png,64,64,3,1
data/vehicles/1298.png,64,64,3,1
data/vehicles/far (834).png,64,64,3,1
data/vehicles/2949.png,64,64,3,1
data/vehicles/2791.png,64,64,3,1
data/vehicles/right (617).png,64,64,3,1
data/vehicles/5798.png,64,64,3,1
data/vehicles/5940.png,64,64,3,1
data/vehicles/4486.png,64,64,3,1
data/vehicles/right (247).png,64,64,3,1
data/vehicles/1461.png,64,64,3,1
data/vehicles/right (528).png,64,64,3,1
data/vehicles/2168.png,64,64,3,1
data/vehicles/5607.png,64,64,3,1
data/vehicles/4519.png,64,64,3,1
data/vehicles/3276.png,64,64,3,1
data/vehicles/right (95).png,64,64,3,1
data/vehicles/3510.png,64,64,3,1
data/vehicles/5161.png,64,64,3,1
data/vehicles/right (178).png,64,64,3,1
data/vehicles/693.png,64,64,3,1
data/vehicles/1307.png,64,64,3,1
data/vehicles/right (482).png,64,64,3,1
data/vehicles/1313.png,64,64,3,1
data/vehicles/687.png,64,64,3,1
data/vehicles/3504.png,64,64,3,1
data/vehicles/middle (391).png,64,64,3,1
data/vehicles/5175.png,64,64,3,1
data/vehicles/far (208).png,64,64,3,1
data/vehicles/5613.png,64,64,3,1
data/vehicles/3262.png,64,64,3,1
data/vehicles/far (658).png,64,64,3,1
data/vehicles/1475.png,64,64,3,1
data/vehicles/2154.png,64,64,3,1
data/vehicles/4525.png,64,64,3,1
data/vehicles/37.png,64,64,3,1
data/vehicles/877.png,64,64,3,1
